Unnamed: 0,kcat,MW,kcat_MW
R3,596.2263,36793.976900000016,58336.03379796652
R4,596.2263,36793.976900000016,58336.03379796652
R5,596.2263,36793.976900000016,58336.03379796652
R6_num1,22.966942,53147.11970000005,1555.7003214230617
R7,299.88828,61139.648400000224,17657.90017202644
R9,21.253029,63735.68490000022,1200.4406090566658
R10_num1,26.679438,40044.49539999999,2398.481385284231
R11_num1,5.7621402999999995,34586.33970000005,599.7658399220537
R12_num1,83.58555,39878.56180000005,7545.607625197748
R13,33.580704,142620.4546000007,847.6381227296929
R14,33.580704,142620.4546000007,847.6381227296929
R15_num1,13.045436,119375.95460000072,393.40895540783987
R16,3.6358992999999993,39657.23840000002,330.05922772474224
R17,14.433442999999999,70567.07110000016,736.3263628494265
R18_num1,26.72571,26105.049499999986,3685.5917856045457
R19_num1,26.72571,26105.049499999986,3685.5917856045457
R20_num1,239.71932999999999,295191.07200000016,2923.494881308604
R21_num1,239.71932999999999,295191.07200000016,2923.494881308604
R22_num1,19.793903,127975.06160000057,556.812006254191
R23,4.788851999999999,63320.983800000184,272.26151846364627
R24,13.687501000000001,37416.9575,1316.9163633895141
R25,14.900063000000001,1824937.4658000062,29.392912253289452
R26_num1,34.968998,69353.78750000036,1815.1624783289499
R27_num1,34.968998,69353.78750000036,1815.1624783289499
R28_num1,22.556816,53445.10480000009,1519.40084885005
R29,21.253029,63735.68490000022,1200.4406090566658
R30,10.038585000000001,93075.00290000069,388.2772481761559
R31_num1,22.80838,53406.408200000085,1537.459094655983
R32_num1,22.80838,53406.408200000085,1537.459094655983
R33_num1,22.80838,53406.408200000085,1537.459094655983
R34_num1,8.895949,54104.27800000002,591.9202248665066
R35_num1,527.3163,34693.54950000003,54717.33816108952
R36_num1,36.308178000000005,102745.7960000007,1272.163396349561
R37,15.338432999999998,37571.311100000006,1469.6947533459909
R38,37.416405,34809.62470000003,3869.5923659297564
R39,37.416405,34809.62470000003,3869.5923659297564
R40,25.175444,47562.3665,1905.5317274845863
R41_num1,34.619797,73876.4409000003,1687.0231928024496
R42_num1,146.72122,56793.678000000065,9300.267399480615
R43_num1,4.258771,54038.832400000036,283.714042644637
R44,123.73133999999999,54097.47490000005,8233.893075848528
R45,18.75413,65626.64790000017,1028.7721552208036
R46,15.593798999999999,5229717.447600003,10.73436126568605
R47,12.133865,86752.08170000001,503.5258306660323
R48,12.133865,86752.08170000001,503.5258306660323
R49,21.253029,63735.68490000022,1200.4406090566658
R50,59.70332,145251.54240000006,1479.7223385629254
R51,160.56903,44477.71300000005,12996.3630998743
R52,156.18138000000002,59945.162000000135,9379.455309504358
R53_num1,11.403191,34835.46050000002,1178.4396419849243
R54,12.07201,27137.779099999985,1601.4293520430356
R55,164.5424,58082.870000000075,10198.405140792787
R56_num1,68.17201,85011.60360000057,2886.8910314261893
R58,156.18138000000002,29448.432500000006,19092.797825486978
R59_num1,9.734994,92730.46750000039,377.93380476594547
R60,18.313797,28164.81010000001,2340.8526088375784
R61,19.437275,149842.11560000054,466.98613216857
